,product_id,category,sub_category,price,stock_quantity
1131,0_2068,Vêtements,T-shirts,18.57,15
1132,0_1325,Vêtements,T-shirts,9.99,96
1133,0_1051,Vêtements,T-shirts,2.99,83
1134,0_521,Vêtements,T-shirts,23.99,8
1135,0_2039,Vêtements,T-shirts,6.99,27
1136,0_1812,Vêtements,T-shirts,7.51,25
1137,1_189,Accessoires,Sacs à main,13.99,82
1138,0_1800,Vêtements,T-shirts,22.05,97
1139,0_1999,Vêtements,T-shirts,12.99,81
1140,0_791,Vêtements,T-shirts,14.99,87
1141,0_1206,Vêtements,T-shirts,4.33,14
1142,0_291,Vêtements,T-shirts,16.99,53
1143,0_711,Vêtements,T-shirts,4.99,74
1144,1_137,Accessoires,Sacs à main,12.99,67
1145,0_1948,Vêtements,T-shirts,4.38,22
1146,1_148,Accessoires,Sacs à main,8.08,80
1147,0_293,Vêtements,T-shirts,30.99,85
1148,1_47,Accessoires,Sacs à main,30.99,51
1149,0_1366,Vêtements,T-shirts,16.65,66
1150,0_763,Vêtements,T-shirts,16.99,11
1151,0_154,Vêtements,T-shirts,10.6,48
1152,0_851,Vêtements,T-shirts,6.99,51
1153,0_2180,Vêtements,T-shirts,16.28,30
1154,0_927,Vêtements,T-shirts,6.99,61
1155,1_102,Accessoires,Sacs à main,3.29,58
1156,1_299,Accessoires,Sacs à main,13.99,6
1157,0_1764,Vêtements,T-shirts,1.99,7
1158,0_959,Vêtements,T-shirts,9.99,84
1159,0_1701,Vêtements,T-shirts,5.99,63
1160,0_889,Vêtements,T-shirts,23.99,64
1161,0_1473,Vêtements,T-shirts,15.99,49
1162,1_592,Accessoires,Sacs à main,23.68,64
1163,2_155,Montres,Montres connectées,46.99,38
1164,0_1015,Vêtements,T-shirts,10.99,53
1165,0_980,Vêtements,T-shirts,31.06,36
1166,0_1885,Vêtements,T-shirts,6.99,32
1167,1_142,Accessoires,Sacs à main,17.76,52
1168,0_1589,Vêtements,T-shirts,28.99,15
1169,0_1141,Vêtements,T-shirts,20.99,80
1170,0_1223,Vêtements,T-shirts,5.99,85
1171,0_2290,Vêtements,T-shirts,8.8,29
1172,1_224,Accessoires,Sacs à main,4.95,18
1173,0_1433,Vêtements,T-shirts,27.99,71
1174,0_1485,Vêtements,T-shirts,18.99,64
1175,0_287,Vêtements,T-shirts,9.99,64
1176,1_507,Accessoires,Sacs à main,25.99,58
1177,0_425,Vêtements,T-shirts,23.99,11
1178,0_1894,Vêtements,T-shirts,8.77,93
1179,0_994,Vêtements,T-shirts,20.71,75
1180,0_2094,Vêtements,T-shirts,29.02,15
1181,0_1379,Vêtements,T-shirts,2.99,88
1182,1_147,Accessoires,Sacs à main,28.99,23
1183,0_1262,Vêtements,T-shirts,21.71,71
1184,0_211,Vêtements,T-shirts,12.99,11
1185,0_976,Vêtements,T-shirts,11.8,50
1186,0_1911,Vêtements,T-shirts,12.99,28
1187,0_84,Vêtements,T-shirts,25.07,69
1188,0_644,Vêtements,T-shirts,3.61,69
1189,0_2004,Vêtements,T-shirts,10.38,51
1190,1_62,Accessoires,Sacs à main,22.79,12
1191,0_268,Vêtements,T-shirts,6.83,73
1192,0_377,Vêtements,T-shirts,6.99,99
1193,0_1738,Vêtements,T-shirts,7.69,74
1194,0_1842,Vêtements,T-shirts,20.26,20
1195,0_1816,Vêtements,T-shirts,7.33,77
1196,0_524,Vêtements,T-shirts,5.83,21
1197,1_21,Accessoires,Sacs à main,22.99,93
1198,0_247,Vêtements,T-shirts,27.99,18
1199,0_292,Vêtements,T-shirts,31.3,56
1200,1_263,Accessoires,Sacs à main,40.99,78
1201,0_2127,Vêtements,T-shirts,12.99,76
1202,0_269,Vêtements,T-shirts,4.99,86
1203,1_506,Accessoires,Sacs à main,13.65,60
1204,0_861,Vêtements,T-shirts,11.99,11
1205,0_1039,Vêtements,T-shirts,11.99,95
1206,1_541,Accessoires,Sacs à main,13.99,74
1207,0_2115,Vêtements,T-shirts,4.99,88
1208,0_1006,Vêtements,T-shirts,26.64,91
1209,0_1127,Vêtements,T-shirts,5.99,27
1210,0_1844,Vêtements,T-shirts,0.77,51
1211,2_236,Montres,Montres connectées,118.51,19
1212,0_2182,Vêtements,T-shirts,16.09,47
1213,0_173,Vêtements,T-shirts,2.99,68
1214,0_1851,Vêtements,T-shirts,13.99,85
1215,0_1951,Vêtements,T-shirts,5.99,30
1216,0_1765,Vêtements,T-shirts,20.99,90
1217,1_74,Accessoires,Sacs à main,35.02,17
1218,0_1858,Vêtements,T-shirts,1.83,99
1219,0_1472,Vêtements,T-shirts,12.49,22
1220,0_1544,Vêtements,T-shirts,37.91,54
1221,1_391,Accessoires,Sacs à main,49.99,23
1222,0_77,Vêtements,T-shirts,21.99,96
1223,0_1580,Vêtements,T-shirts,13.26,94
1224,0_1188,Vêtements,T-shirts,14.94,40
1225,1_546,Accessoires,Sacs à main,55.89,69
1226,0_2216,Vêtements,T-shirts,4.56,59
1227,0_2159,Vêtements,T-shirts,22.99,58
1228,0_505,Vêtements,T-shirts,25.99,29
1229,1_538,Accessoires,Sacs à main,27.03,1
1230,0_1411,Vêtements,T-shirts,8.99,75
1231,0_1219,Vêtements,T-shirts,3.99,2
1232,1_573,Accessoires,Sacs à main,9.99,10
1233,0_192,Vêtements,T-shirts,8.61,97
1234,0_891,Vêtements,T-shirts,21.99,17
1235,0_1679,Vêtements,T-shirts,6.99,15
1236,0_1273,Vêtements,T-shirts,8.99,53
1237,0_1958,Vêtements,T-shirts,11.1,85
1238,1_92,Accessoires,Sacs à main,11.03,63
1239,0_596,Vêtements,T-shirts,6.18,62
1240,0_1228,Vêtements,T-shirts,3.55,70
1241,1_685,Accessoires,Sacs à main,15.99,49
1242,2_149,Montres,Montres connectées,80.99,27
1243,0_2259,Vêtements,T-shirts,7.99,58
1244,1_648,Accessoires,Sacs à main,32.98,38
1245,0_1565,Vêtements,T-shirts,7.99,27
1246,0_762,Vêtements,T-shirts,6.57,94
1247,0_741,Vêtements,T-shirts,1.99,29
1248,0_1496,Vêtements,T-shirts,2.42,9
1249,0_771,Vêtements,T-shirts,4.99,60
1250,0_409,Vêtements,T-shirts,6.99,79
1251,0_1120,Vêtements,T-shirts,21.84,96
1252,1_632,Accessoires,Sacs à main,60.87,83
1253,0_462,Vêtements,T-shirts,11.13,37
1254,0_1214,Vêtements,T-shirts,21.91,57
1255,0_50,Vêtements,T-shirts,22.08,24
1256,0_172,Vêtements,T-shirts,8.33,21
1257,0_2238,Vêtements,T-shirts,19.23,11
1258,1_675,Accessoires,Sacs à main,8.99,98
1259,0_1778,Vêtements,T-shirts,28.46,99
1260,0_895,Vêtements,T-shirts,16.99,28
1261,0_250,Vêtements,T-shirts,7.08,72
1262,0_153,Vêtements,T-shirts,3.99,6
1263,0_1465,Vêtements,T-shirts,3.99,46
1264,0_1287,Vêtements,T-shirts,11.99,82
1265,1_493,Accessoires,Sacs à main,10.99,9
1266,0_1403,Vêtements,T-shirts,15.99,84
1267,2_232,Montres,Montres connectées,104.06,69
1268,0_1900,Vêtements,T-shirts,25.32,98
1269,0_1384,Vêtements,T-shirts,14.44,71
1270,0_638,Vêtements,T-shirts,7.72,24
1271,2_7,Montres,Montres connectées,69.99,68
1272,0_224,Vêtements,T-shirts,12.51,24
1273,0_453,Vêtements,T-shirts,29.99,70
1274,0_1702,Vêtements,T-shirts,13.13,66
1275,0_1457,Vêtements,T-shirts,11.99,56
1276,0_800,Vêtements,T-shirts,6.99,30
1277,1_473,Accessoires,Sacs à main,2.99,59
1278,0_208,Vêtements,T-shirts,14.36,21
1279,0_2223,Vêtements,T-shirts,4.99,48
1280,0_201,Vêtements,T-shirts,3.99,46
1281,0_191,Vêtements,T-shirts,8.99,4
1282,0_1998,Vêtements,T-shirts,24.2,47
1283,2_211,Montres,Montres connectées,203.99,83
1284,0_1741,Vêtements,T-shirts,17.99,31
1285,0_1563,Vêtements,T-shirts,3.99,99
1286,0_1506,Vêtements,T-shirts,10.0,92
1287,1_3,Accessoires,Sacs à main,12.99,21
1288,1_52,Accessoires,Sacs à main,14.04,61
1289,0_1936,Vêtements,T-shirts,28.82,59
1290,0_1303,Vêtements,T-shirts,7.99,64
1291,0_575,Vêtements,T-shirts,3.99,6
1292,0_2054,Vêtements,T-shirts,10.58,32
1293,0_920,Vêtements,T-shirts,37.46,57
1294,0_2105,Vêtements,T-shirts,5.99,12
1295,0_1129,Vêtements,T-shirts,24.99,34
1296,0_973,Vêtements,T-shirts,10.99,18
1297,1_237,Accessoires,Sacs à main,18.99,11
1298,1_186,Accessoires,Sacs à main,10.64,50
1299,0_951,Vêtements,T-shirts,9.99,10
1300,0_1494,Vêtements,T-shirts,7.6,82
1301,0_1940,Vêtements,T-shirts,18.31,95
1302,0_2242,Vêtements,T-shirts,31.79,32
1303,0_1655,Vêtements,T-shirts,2.99,54
1304,0_1532,Vêtements,T-shirts,17.14,6
1305,0_94,Vêtements,T-shirts,27.76,45
1306,0_195,Vêtements,T-shirts,15.99,99
1307,1_100,Accessoires,Sacs à main,15.13,51
1308,2_48,Montres,Montres connectées,73.62,16
1309,0_111,Vêtements,T-shirts,19.99,53
1310,0_1729,Vêtements,T-shirts,14.99,26
1311,1_642,Accessoires,Sacs à main,37.13,14
1312,0_909,Vêtements,T-shirts,18.99,10
1313,0_380,Vêtements,T-shirts,2.98,17
1314,2_159,Montres,Montres connectées,145.99,17
1315,0_770,Vêtements,T-shirts,9.48,85
1316,1_361,Accessoires,Sacs à main,5.99,24
1317,0_2048,Vêtements,T-shirts,11.84,54
1318,1_557,Accessoires,Sacs à main,36.99,71
1319,0_2037,Vêtements,T-shirts,14.99,69
1320,1_545,Accessoires,Sacs à main,31.99,35
1321,1_230,Accessoires,Sacs à main,4.05,90
1322,2_157,Montres,Montres connectées,142.99,17
1323,0_698,Vêtements,T-shirts,1.44,79
1324,0_1160,Vêtements,T-shirts,17.87,10
1325,1_407,Accessoires,Sacs à main,15.99,97
1326,1_130,Accessoires,Sacs à main,11.14,65
1327,0_304,Vêtements,T-shirts,17.72,97
1328,0_489,Vêtements,T-shirts,19.99,54
1329,0_608,Vêtements,T-shirts,3.78,76
1330,0_1270,Vêtements,T-shirts,6.62,57
1331,0_1803,Vêtements,T-shirts,2.99,39
1332,0_156,Vêtements,T-shirts,12.14,34
1333,0_677,Vêtements,T-shirts,24.99,57
1334,0_1021,Vêtements,T-shirts,8.99,75
1335,0_840,Vêtements,T-shirts,17.07,12
1336,1_127,Accessoires,Sacs à main,39.99,29
1337,0_516,Vêtements,T-shirts,10.1,28
1338,0_563,Vêtements,T-shirts,17.99,81
1339,1_133,Accessoires,Sacs à main,21.99,7
1340,0_1060,Vêtements,T-shirts,12.53,44
1341,0_390,Vêtements,T-shirts,22.11,30
1342,0_751,Vêtements,T-shirts,6.99,33
1343,1_625,Accessoires,Sacs à main,22.99,46
1344,0_1311,Vêtements,T-shirts,18.99,95
1345,1_275,Accessoires,Sacs à main,41.99,24
1346,0_1645,Vêtements,T-shirts,2.99,52
1347,2_15,Montres,Montres connectées,123.99,62
1348,0_1828,Vêtements,T-shirts,6.95,26
1349,1_721,Accessoires,Sacs à main,21.99,6
1350,2_178,Montres,Montres connectées,176.2,49
1351,0_694,Vêtements,T-shirts,11.35,83
1352,0_1640,Vêtements,T-shirts,10.71,15
1353,1_335,Accessoires,Sacs à main,43.99,44
1354,1_398,Accessoires,Sacs à main,10.17,82
1355,0_1255,Vêtements,T-shirts,10.99,65
1356,0_1261,Vêtements,T-shirts,8.99,48
1357,0_1074,Vêtements,T-shirts,2.44,11
1358,0_1628,Vêtements,T-shirts,9.99,31
1359,0_494,Vêtements,T-shirts,39.58,13
1360,1_393,Accessoires,Sacs à main,35.99,52
1361,0_745,Vêtements,T-shirts,13.99,97
1362,0_1084,Vêtements,T-shirts,22.92,96
1363,0_830,Vêtements,T-shirts,11.89,49
1364,1_579,Accessoires,Sacs à main,23.99,84
1365,1_715,Accessoires,Sacs à main,62.99,6
1366,0_2250,Vêtements,T-shirts,20.77,74
1367,0_514,Vêtements,T-shirts,29.15,26
1368,0_707,Vêtements,T-shirts,4.99,7
1369,0_583,Vêtements,T-shirts,10.99,88
1370,2_190,Montres,Montres connectées,175.67,69
1371,0_1151,Vêtements,T-shirts,2.99,36
1372,0_1542,Vêtements,T-shirts,18.09,29
1373,0_1078,Vêtements,T-shirts,6.92,90
1374,0_947,Vêtements,T-shirts,5.99,41
1375,1_216,Accessoires,Sacs à main,35.03,82
1376,0_369,Vêtements,T-shirts,10.99,35
1377,1_479,Accessoires,Sacs à main,62.99,10
1378,1_460,Accessoires,Sacs à main,7.53,98
1379,1_347,Accessoires,Sacs à main,21.99,43
1380,0_341,Vêtements,T-shirts,3.99,78
1381,0_1945,Vêtements,T-shirts,6.99,91
1382,0_2215,Vêtements,T-shirts,3.99,28
1383,0_459,Vêtements,T-shirts,4.99,83
1384,1_663,Accessoires,Sacs à main,17.99,77
1385,0_880,Vêtements,T-shirts,13.28,20
1386,0_1515,Vêtements,T-shirts,6.99,45
1387,0_170,Vêtements,T-shirts,9.92,63
1388,0_746,Vêtements,T-shirts,23.86,61
1389,2_64,Montres,Montres connectées,163.94,5
1390,1_613,Accessoires,Sacs à main,4.99,14
1391,0_1698,Vêtements,T-shirts,14.24,10
1392,0_439,Vêtements,T-shirts,5.99,40
1393,0_878,Vêtements,T-shirts,12.69,58
1394,0_1809,Vêtements,T-shirts,13.99,16
1395,0_2227,Vêtements,T-shirts,4.99,28
1396,1_323,Accessoires,Sacs à main,32.99,44
1397,0_2262,Vêtements,T-shirts,21.13,71
1398,0_419,Vêtements,T-shirts,20.99,70
1399,0_1525,Vêtements,T-shirts,6.99,76
1400,0_1159,Vêtements,T-shirts,7.99,17
1401,2_168,Montres,Montres connectées,104.76,83
1402,0_1164,Vêtements,T-shirts,31.23,78
1403,0_2205,Vêtements,T-shirts,15.99,28
1404,1_337,Accessoires,Sacs à main,24.99,87
1405,0_1688,Vêtements,T-shirts,7.26,41
1406,0_1079,Vêtements,T-shirts,5.99,65
1407,0_106,Vêtements,T-shirts,9.4,46
1408,0_2046,Vêtements,T-shirts,32.34,6
1409,0_1905,Vêtements,T-shirts,7.99,23
1410,2_109,Montres,Montres connectées,53.99,65
1411,0_1385,Vêtements,T-shirts,11.99,95
1412,0_2008,Vêtements,T-shirts,15.97,70
1413,0_801,Vêtements,T-shirts,11.99,59
1414,0_603,Vêtements,T-shirts,14.99,16
1415,1_146,Accessoires,Sacs à main,31.98,95
1416,1_117,Accessoires,Sacs à main,41.99,69
1417,0_231,Vêtements,T-shirts,14.99,65
1418,0_1976,Vêtements,T-shirts,13.4,76
1419,1_384,Accessoires,Sacs à main,46.95,80
1420,1_601,Accessoires,Sacs à main,21.99,43
1421,1_328,Accessoires,Sacs à main,29.24,74
1422,0_3,Vêtements,T-shirts,28.99,30
1423,0_62,Vêtements,T-shirts,4.44,49
1424,0_1788,Vêtements,T-shirts,8.34,44
1425,0_765,Vêtements,T-shirts,10.99,38
1426,0_2278,Vêtements,T-shirts,26.01,57
1427,0_500,Vêtements,T-shirts,5.14,82
1428,0_1216,Vêtements,T-shirts,19.75,89
1429,0_405,Vêtements,T-shirts,19.99,40
1430,0_688,Vêtements,T-shirts,17.65,75
1431,0_1627,Vêtements,T-shirts,3.99,80
1432,1_11,Accessoires,Sacs à main,39.99,79
1433,1_341,Accessoires,Sacs à main,42.99,48
1434,0_1378,Vêtements,T-shirts,13.96,59
1435,2_167,Montres,Montres connectées,236.99,32
1436,2_124,Montres,Montres connectées,100.56,44
1437,0_374,Vêtements,T-shirts,1.82,47
1438,0_1186,Vêtements,T-shirts,12.3,47
1439,0_1890,Vêtements,T-shirts,5.17,88
1440,1_455,Accessoires,Sacs à main,33.99,35
1441,0_93,Vêtements,T-shirts,16.99,25
1442,0_954,Vêtements,T-shirts,6.51,7
1443,0_2156,Vêtements,T-shirts,4.63,20
1444,0_1242,Vêtements,T-shirts,7.97,50
1445,0_1751,Vêtements,T-shirts,25.99,4
1446,1_187,Accessoires,Sacs à main,26.99,16
1447,0_2194,Vêtements,T-shirts,6.57,46
1448,0_739,Vêtements,T-shirts,11.99,36
1449,0_970,Vêtements,T-shirts,8.32,77
1450,0_96,Vêtements,T-shirts,9.45,72
1451,0_1728,Vêtements,T-shirts,2.27,11
1452,1_489,Accessoires,Sacs à main,6.99,87
1453,0_1409,Vêtements,T-shirts,4.99,44
1454,0_1907,Vêtements,T-shirts,9.99,7
1455,0_1257,Vêtements,T-shirts,10.99,4
1456,0_1985,Vêtements,T-shirts,5.99,26
1457,0_705,Vêtements,T-shirts,16.99,26
1458,0_1518,Vêtements,T-shirts,4.18,11
1459,0_1891,Vêtements,T-shirts,5.99,33
1460,0_340,Vêtements,T-shirts,6.43,22
1461,0_55,Vêtements,T-shirts,6.99,1
1462,0_1090,Vêtements,T-shirts,13.78,32
1463,2_60,Montres,Montres connectées,111.72,11
1464,0_674,Vêtements,T-shirts,13.95,72
1465,0_353,Vêtements,T-shirts,12.99,39
1466,0_1044,Vêtements,T-shirts,6.59,7
1467,0_2154,Vêtements,T-shirts,8.15,3
1468,0_1417,Vêtements,T-shirts,17.99,38
1469,0_169,Vêtements,T-shirts,18.99,38
1470,0_945,Vêtements,T-shirts,22.99,84
1471,1_166,Accessoires,Sacs à main,15.81,57
1472,1_2,Accessoires,Sacs à main,7.77,83
1473,0_1717,Vêtements,T-shirts,13.99,11
1474,0_609,Vêtements,T-shirts,3.99,91
1475,0_764,Vêtements,T-shirts,5.59,6
1476,0_1158,Vêtements,T-shirts,10.18,58
1477,0_627,Vêtements,T-shirts,2.99,98
1478,0_1179,Vêtements,T-shirts,5.99,87
1479,2_206,Montres,Montres connectées,71.21,19
1480,1_500,Accessoires,Sacs à main,34.93,58
1481,0_942,Vêtements,T-shirts,2.02,54
1482,0_1115,Vêtements,T-shirts,6.99,2
1483,1_426,Accessoires,Sacs à main,19.44,15
1484,0_261,Vêtements,T-shirts,7.99,9
1485,0_804,Vêtements,T-shirts,19.19,1
1486,1_310,Accessoires,Sacs à main,14.2,67
1487,1_113,Accessoires,Sacs à main,50.99,80
1488,0_1071,Vêtements,T-shirts,22.99,61
1489,0_2067,Vêtements,T-shirts,1.99,40
1490,0_1266,Vêtements,T-shirts,4.28,72
1491,0_1211,Vêtements,T-shirts,2.99,32
1492,0_2221,Vêtements,T-shirts,4.99,27
1493,0_530,Vêtements,T-shirts,13.23,2
1494,1_53,Accessoires,Sacs à main,28.99,48
1495,0_1048,Vêtements,T-shirts,4.42,77
1496,1_661,Accessoires,Sacs à main,22.99,20
1497,0_984,Vêtements,T-shirts,4.41,5
1498,1_595,Accessoires,Sacs à main,31.99,18
1499,0_1402,Vêtements,T-shirts,3.0,34
1500,0_360,Vêtements,T-shirts,11.75,95
1501,0_371,Vêtements,T-shirts,11.99,93
1502,0_1221,Vêtements,T-shirts,2.99,19
1503,2_175,Montres,Montres connectées,60.99,7
1504,0_322,Vêtements,T-shirts,2.99,47
1505,1_173,Accessoires,Sacs à main,15.99,30
1506,1_254,Accessoires,Sacs à main,47.69,47
1507,0_1234,Vêtements,T-shirts,7.29,46
1508,2_179,Montres,Montres connectées,49.99,78
1509,0_290,Vêtements,T-shirts,18.93,54
1510,0_239,Vêtements,T-shirts,8.99,97
1511,1_709,Accessoires,Sacs à main,45.99,58
1512,0_329,Vêtements,T-shirts,4.99,53
1513,0_1067,Vêtements,T-shirts,12.99,24
1514,0_1557,Vêtements,T-shirts,6.99,38
1515,1_340,Accessoires,Sacs à main,42.25,73
1516,0_1341,Vêtements,T-shirts,9.99,17
1517,1_598,Accessoires,Sacs à main,14.05,89
1518,0_138,Vêtements,T-shirts,19.95,63
1519,0_1904,Vêtements,T-shirts,15.51,52
1520,0_613,Vêtements,T-shirts,15.99,15
1521,0_1011,Vêtements,T-shirts,13.99,53
1522,0_2126,Vêtements,T-shirts,17.36,13
1523,1_288,Accessoires,Sacs à main,22.09,49
1524,0_1169,Vêtements,T-shirts,9.99,99
1525,0_223,Vêtements,T-shirts,5.99,94
1526,0_1180,Vêtements,T-shirts,14.25,61
1527,1_220,Accessoires,Sacs à main,23.37,15
1528,0_1756,Vêtements,T-shirts,14.67,77
1529,0_1620,Vêtements,T-shirts,0.8,50
1530,0_1086,Vêtements,T-shirts,1.41,55
1531,1_120,Accessoires,Sacs à main,64.59,50
1532,1_292,Accessoires,Sacs à main,8.04,20
1533,0_1017,Vêtements,T-shirts,8.99,93
1534,1_90,Accessoires,Sacs à main,24.19,26
1535,2_205,Montres,Montres connectées,100.99,16
1536,0_735,Vêtements,T-shirts,21.99,78
1537,2_85,Montres,Montres connectées,128.99,18
1538,0_305,Vêtements,T-shirts,8.99,78
1539,0_515,Vêtements,T-shirts,11.99,87
1540,0_740,Vêtements,T-shirts,15.66,50
1541,0_2130,Vêtements,T-shirts,18.24,36
1542,0_1025,Vêtements,T-shirts,24.99,96
1543,0_317,Vêtements,T-shirts,16.99,29
1544,1_618,Accessoires,Sacs à main,29.36,32
1545,0_316,Vêtements,T-shirts,13.77,48
1546,2_160,Montres,Montres connectées,62.83,55
1547,0_810,Vêtements,T-shirts,3.8,60
1548,0_606,Vêtements,T-shirts,4.86,95
1549,1_406,Accessoires,Sacs à main,24.81,2
1550,1_246,Accessoires,Sacs à main,18.75,57
1551,0_2013,Vêtements,T-shirts,9.99,67
1552,0_1661,Vêtements,T-shirts,5.99,81
1553,1_76,Accessoires,Sacs à main,36.32,54
1554,0_49,Vêtements,T-shirts,23.99,81
1555,0_1746,Vêtements,T-shirts,9.02,81
1556,0_1304,Vêtements,T-shirts,5.86,34
1557,0_144,Vêtements,T-shirts,17.56,81
1558,0_2236,Vêtements,T-shirts,16.17,10
1559,0_2011,Vêtements,T-shirts,16.99,46
1560,0_975,Vêtements,T-shirts,7.99,18
1561,1_258,Accessoires,Sacs à main,31.0,35
1562,1_623,Accessoires,Sacs à main,49.99,27
1563,0_1058,Vêtements,T-shirts,3.69,46
1564,0_243,Vêtements,T-shirts,14.99,76
1565,0_2053,Vêtements,T-shirts,14.99,1
1566,2_113,Montres,Montres connectées,56.99,69
1567,0_336,Vêtements,T-shirts,3.23,13
1568,0_2101,Vêtements,T-shirts,20.99,77
1569,2_189,Montres,Montres connectées,142.99,64
1570,0_1543,Vêtements,T-shirts,13.99,21
1571,1_261,Accessoires,Sacs à main,44.99,40
1572,0_537,Vêtements,T-shirts,16.99,18
1573,0_1073,Vêtements,T-shirts,13.99,68
1574,0_1491,Vêtements,T-shirts,5.99,58
1575,1_440,Accessoires,Sacs à main,7.32,24
1576,0_1416,Vêtements,T-shirts,9.56,58
1577,0_1448,Vêtements,T-shirts,18.94,88
1578,0_776,Vêtements,T-shirts,19.72,69
1579,0_561,Vêtements,T-shirts,6.99,16
1580,0_935,Vêtements,T-shirts,3.99,48
1581,0_588,Vêtements,T-shirts,9.28,98
1582,1_118,Accessoires,Sacs à main,30.51,49
1583,0_362,Vêtements,T-shirts,22.77,98
1584,0_242,Vêtements,T-shirts,32.52,41
1585,0_628,Vêtements,T-shirts,19.03,25
1586,1_329,Accessoires,Sacs à main,4.99,70
1587,0_78,Vêtements,T-shirts,12.87,30
1588,1_458,Accessoires,Sacs à main,51.55,22
1589,0_2212,Vêtements,T-shirts,6.75,19
1590,0_452,Vêtements,T-shirts,19.72,97
1591,0_2168,Vêtements,T-shirts,11.17,68
1592,0_1244,Vêtements,T-shirts,2.49,91
1593,1_735,Accessoires,Sacs à main,22.99,91
1594,0_125,Vêtements,T-shirts,3.99,99
1595,0_1272,Vêtements,T-shirts,17.01,67
1596,0_2006,Vêtements,T-shirts,13.11,45
1597,1_150,Accessoires,Sacs à main,22.42,51
1598,1_510,Accessoires,Sacs à main,26.93,89
1599,0_581,Vêtements,T-shirts,8.99,20
1600,0_318,Vêtements,T-shirts,6.01,25
1601,0_1680,Vêtements,T-shirts,18.0,61
1602,1_559,Accessoires,Sacs à main,24.99,10
1603,1_194,Accessoires,Sacs à main,52.03,53
1604,0_1358,Vêtements,T-shirts,16.49,63
1605,0_1990,Vêtements,T-shirts,22.11,4
1606,0_1488,Vêtements,T-shirts,4.6,47
1607,1_25,Accessoires,Sacs à main,15.99,35
1608,0_1117,Vêtements,T-shirts,24.99,7
1609,0_841,Vêtements,T-shirts,19.99,73
1610,0_1157,Vêtements,T-shirts,18.99,9
1611,1_72,Accessoires,Sacs à main,9.84,34
1612,1_260,Accessoires,Sacs à main,17.63,1
1613,1_346,Accessoires,Sacs à main,39.88,27
1614,0_2210,Vêtements,T-shirts,15.1,30
1615,1_212,Accessoires,Sacs à main,39.86,22
1616,0_209,Vêtements,T-shirts,6.99,95
1617,0_2218,Vêtements,T-shirts,3.27,35
1618,0_743,Vêtements,T-shirts,16.99,20
1619,0_584,Vêtements,T-shirts,19.82,48
1620,0_882,Vêtements,T-shirts,24.75,79
1621,0_465,Vêtements,T-shirts,14.99,6
1622,0_701,Vêtements,T-shirts,8.99,27
1623,0_2153,Vêtements,T-shirts,21.99,98
1624,1_547,Accessoires,Sacs à main,15.99,84
1625,2_237,Montres,Montres connectées,40.99,6
1626,0_368,Vêtements,T-shirts,5.75,14
1627,0_370,Vêtements,T-shirts,11.37,10
1628,0_1104,Vêtements,T-shirts,13.21,58
1629,1_636,Accessoires,Sacs à main,52.72,96
1630,1_125,Accessoires,Sacs à main,30.99,59
1631,0_423,Vêtements,T-shirts,1.99,38
1632,0_349,Vêtements,T-shirts,2.99,61
1633,0_326,Vêtements,T-shirts,16.21,21
1634,0_2082,Vêtements,T-shirts,24.33,91
1635,0_456,Vêtements,T-shirts,8.19,44
1636,0_1105,Vêtements,T-shirts,8.99,7
1637,0_1669,Vêtements,T-shirts,6.99,43
1638,1_652,Accessoires,Sacs à main,27.52,40
1639,0_2173,Vêtements,T-shirts,9.99,26
1640,0_1469,Vêtements,T-shirts,14.99,66
1641,0_378,Vêtements,T-shirts,8.79,20
1642,0_1848,Vêtements,T-shirts,23.11,98
1643,0_149,Vêtements,T-shirts,17.99,61
1644,0_579,Vêtements,T-shirts,6.99,88
1645,0_1700,Vêtements,T-shirts,18.49,21
1646,1_17,Accessoires,Sacs à main,39.99,19
1647,0_590,Vêtements,T-shirts,24.35,82
1648,0_1371,Vêtements,T-shirts,21.99,52
1649,0_168,Vêtements,T-shirts,9.28,73
1650,0_987,Vêtements,T-shirts,23.99,10
1651,0_656,Vêtements,T-shirts,7.54,17
1652,0_1440,Vêtements,T-shirts,5.62,98
1653,0_1316,Vêtements,T-shirts,7.2,2
1654,0_1213,Vêtements,T-shirts,21.99,40
1655,0_1924,Vêtements,T-shirts,12.36,58
1656,1_688,Accessoires,Sacs à main,18.19,75
1657,0_189,Vêtements,T-shirts,12.99,12
1658,0_2045,Vêtements,T-shirts,10.99,98
1659,0_122,Vêtements,T-shirts,5.76,80
1660,0_526,Vêtements,T-shirts,19.26,34
1661,0_2122,Vêtements,T-shirts,17.76,43
1662,0_1568,Vêtements,T-shirts,4.0,27
1663,0_1521,Vêtements,T-shirts,17.99,52
1664,0_1757,Vêtements,T-shirts,1.99,6
1665,0_517,Vêtements,T-shirts,7.99,22
1666,0_2146,Vêtements,T-shirts,11.14,89
1667,0_1696,Vêtements,T-shirts,8.46,74
1668,0_637,Vêtements,T-shirts,4.99,20
1669,2_75,Montres,Montres connectées,96.99,20
1670,0_1415,Vêtements,T-shirts,34.99,17
1671,0_988,Vêtements,T-shirts,31.34,73
1672,0_1181,Vêtements,T-shirts,11.99,64
1673,0_1292,Vêtements,T-shirts,9.8,32
1674,2_213,Montres,Montres connectées,189.99,94
1675,0_1873,Vêtements,T-shirts,10.99,62
1676,0_2058,Vêtements,T-shirts,5.52,85
